series_id,series_name,year,value
Unknown,"Aragón, Total (Parejas), Ambos españoles",2015,288.2
Unknown,"Aragón, Total (Parejas), Ambos españoles",2014,288.7
Unknown,"Aragón, Total (Parejas), Ambos extranjeros",2020,32.8
Unknown,"Aragón, Total (Parejas), Ambos extranjeros",2019,31.5
Unknown,"Aragón, Total (Parejas), Ambos extranjeros",2018,29.8
Unknown,"Aragón, Total (Parejas), Ambos extranjeros",2017,30.6
Unknown,"Aragón, Total (Parejas), Ambos extranjeros",2016,28.5
Unknown,"Aragón, Total (Parejas), Ambos extranjeros",2015,26.9
Unknown,"Aragón, Total (Parejas), Ambos extranjeros",2014,28.1
Unknown,"Aragón, Total (Parejas), Español con pareja extranjera",2020,12.5
Unknown,"Aragón, Total (Parejas), Español con pareja extranjera",2019,12.1
Unknown,"Aragón, Total (Parejas), Español con pareja extranjera",2018,10.3
Unknown,"Aragón, Total (Parejas), Español con pareja extranjera",2017,8.8
Unknown,"Aragón, Total (Parejas), Español con pareja extranjera",2016,10.1
Unknown,"Aragón, Total (Parejas), Español con pareja extranjera",2015,9.2
Unknown,"Aragón, Total (Parejas), Español con pareja extranjera",2014,10.1
Unknown,"Aragón, Total (Parejas), Española con pareja extranjera",2020,6.0
Unknown,"Aragón, Total (Parejas), Española con pareja extranjera",2019,5.4
Unknown,"Aragón, Total (Parejas), Española con pareja extranjera",2018,5.1
Unknown,"Aragón, Total (Parejas), Española con pareja extranjera",2017,5.7
Unknown,"Aragón, Total (Parejas), Española con pareja extranjera",2016,5.0
Unknown,"Aragón, Total (Parejas), Española con pareja extranjera",2015,3.6
Unknown,"Aragón, Total (Parejas), Española con pareja extranjera",2014,3.6
Unknown,"Aragón, Pareja casada, Total (Parejas)",2020,277.1
Unknown,"Aragón, Pareja casada, Total (Parejas)",2019,281.8
Unknown,"Aragón, Pareja casada, Total (Parejas)",2018,280.7
Unknown,"Aragón, Pareja casada, Total (Parejas)",2017,284.5
Unknown,"Aragón, Pareja casada, Total (Parejas)",2016,288.4
Unknown,"Aragón, Pareja casada, Total (Parejas)",2015,293.3
Unknown,"Aragón, Pareja casada, Total (Parejas)",2014,295.1
Unknown,"Aragón, Pareja casada, Ambos españoles",2020,238.2
Unknown,"Aragón, Pareja casada, Ambos españoles",2019,242.2
Unknown,"Aragón, Pareja casada, Ambos españoles",2018,245.4
Unknown,"Aragón, Pareja casada, Ambos españoles",2017,249.4
Unknown,"Aragón, Pareja casada, Ambos españoles",2016,253.1
Unknown,"Aragón, Pareja casada, Ambos españoles",2015,260.7
Unknown,"Aragón, Pareja casada, Ambos españoles",2014,261.4
Unknown,"Aragón, Pareja casada, Ambos extranjeros",2020,26.8
Unknown,"Aragón, Pareja casada, Ambos extranjeros",2019,27.8
Unknown,"Aragón, Pareja casada, Ambos extranjeros",2018,24.9
Unknown,"Aragón, Pareja casada, Ambos extranjeros",2017,25.1
Unknown,"Aragón, Pareja casada, Ambos extranjeros",2016,24.9
Unknown,"Aragón, Pareja casada, Ambos extranjeros",2015,23.3
Unknown,"Aragón, Pareja casada, Ambos extranjeros",2014,23.9
Unknown,"Aragón, Pareja casada, Español con pareja extranjera",2020,7.1
Unknown,"Aragón, Pareja casada, Español con pareja extranjera",2019,8.1
Unknown,"Aragón, Pareja casada, Español con pareja extranjera",2018,7.9
Unknown,"Aragón, Pareja casada, Español con pareja extranjera",2017,6.5
Unknown,"Aragón, Pareja casada, Español con pareja extranjera",2016,7.3
Unknown,"Aragón, Pareja casada, Español con pareja extranjera",2015,7.3
Unknown,"Aragón, Pareja casada, Español con pareja extranjera",2014,7.8
Unknown,"Aragón, Pareja casada, Española con pareja extranjera",2020,5.0
Unknown,"Aragón, Pareja casada, Española con pareja extranjera",2019,3.7
Unknown,"Aragón, Pareja casada, Española con pareja extranjera",2018,2.4
Unknown,"Aragón, Pareja casada, Española con pareja extranjera",2017,3.5
Unknown,"Aragón, Pareja casada, Española con pareja extranjera",2016,3.1
Unknown,"Aragón, Pareja casada, Española con pareja extranjera",2015,1.9
Unknown,"Aragón, Pareja casada, Española con pareja extranjera",2014,2.1
Unknown,"Aragón, Pareja de hecho, Total (Parejas)",2020,48.4
Unknown,"Aragón, Pareja de hecho, Total (Parejas)",2019,44.6
Unknown,"Aragón, Pareja de hecho, Total (Parejas)",2018,41.7
Unknown,"Aragón, Pareja de hecho, Total (Parejas)",2017,38.6
Unknown,"Aragón, Pareja de hecho, Total (Parejas)",2016,37.3
Unknown,"Aragón, Pareja de hecho, Total (Parejas)",2015,34.6
Unknown,"Aragón, Pareja de hecho, Total (Parejas)",2014,35.3
Unknown,"Aragón, Pareja de hecho, Ambos españoles",2020,36.1
Unknown,"Aragón, Pareja de hecho, Ambos españoles",2019,35.2
Unknown,"Aragón, Pareja de hecho, Ambos españoles",2018,31.7
Unknown,"Aragón, Pareja de hecho, Ambos españoles",2017,28.6
Unknown,"Aragón, Pareja de hecho, Ambos españoles",2016,29.0
Unknown,"Aragón, Pareja de hecho, Ambos españoles",2015,27.5
Unknown,"Aragón, Pareja de hecho, Ambos españoles",2014,27.3
Unknown,"Aragón, Pareja de hecho, Ambos extranjeros",2020,6.0
Unknown,"Aragón, Pareja de hecho, Ambos extranjeros",2019,3.7
Unknown,"Aragón, Pareja de hecho, Ambos extranjeros",2018,4.9
Unknown,"Aragón, Pareja de hecho, Ambos extranjeros",2017,5.5
Unknown,"Aragón, Pareja de hecho, Ambos extranjeros",2016,3.6
Unknown,"Aragón, Pareja de hecho, Ambos extranjeros",2015,3.5
Unknown,"Aragón, Pareja de hecho, Ambos extranjeros",2014,4.2
Unknown,"Aragón, Pareja de hecho, Español con pareja extranjera",2020,5.4
Unknown,"Aragón, Pareja de hecho, Español con pareja extranjera",2019,4.0
Unknown,"Aragón, Pareja de hecho, Español con pareja extranjera",2018,2.3
Unknown,"Aragón, Pareja de hecho, Español con pareja extranjera",2017,2.3
Unknown,"Aragón, Pareja de hecho, Español con pareja extranjera",2016,2.8
Unknown,"Aragón, Pareja de hecho, Español con pareja extranjera",2015,1.8
Unknown,"Aragón, Pareja de hecho, Español con pareja extranjera",2014,2.3
Unknown,"Aragón, Pareja de hecho, Española con pareja extranjera",2020,0.9
Unknown,"Aragón, Pareja de hecho, Española con pareja extranjera",2019,1.6
Unknown,"Aragón, Pareja de hecho, Española con pareja extranjera",2018,2.7
Unknown,"Aragón, Pareja de hecho, Española con pareja extranjera",2017,2.2
Unknown,"Aragón, Pareja de hecho, Española con pareja extranjera",2016,1.9
Unknown,"Aragón, Pareja de hecho, Española con pareja extranjera",2015,1.7
Unknown,"Aragón, Pareja de hecho, Española con pareja extranjera",2014,1.6
Unknown,"Asturias, Principado de, Total (Parejas), Total (Parejas)",2020,250.4
Unknown,"Asturias, Principado de, Total (Parejas), Total (Parejas)",2019,249.6
Unknown,"Asturias, Principado de, Total (Parejas), Total (Parejas)",2018,249.9
Unknown,"Asturias, Principado de, Total (Parejas), Total (Parejas)",2017,252.1
Unknown,"Asturias, Principado de, Total (Parejas), Total (Parejas)",2016,257.1
Unknown,"Asturias, Principado de, Total (Parejas), Total (Parejas)",2015,265.0
Unknown,"Asturias, Principado de, Total (Parejas), Total (Parejas)",2014,264.3
Unknown,"Asturias, Principado de, Total (Parejas), Ambos españoles",2020,234.7
Unknown,"Asturias, Principado de, Total (Parejas), Ambos españoles",2019,236.0
Unknown,"Asturias, Principado de, Total (Parejas), Ambos españoles",2018,237.7
Unknown,"Asturias, Principado de, Total (Parejas), Ambos españoles",2017,239.3
Unknown,"Asturias, Principado de, Total (Parejas), Ambos españoles",2016,243.5
Unknown,"Asturias, Principado de, Total (Parejas), Ambos españoles",2015,253.0
Unknown,"Asturias, Principado de, Total (Parejas), Ambos españoles",2014,252.9
Unknown,"Asturias, Principado de, Total (Parejas), Ambos extranjeros",2020,5.8
Unknown,"Asturias, Principado de, Total (Parejas), Ambos extranjeros",2019,6.1
Unknown,"Asturias, Principado de, Total (Parejas), Ambos extranjeros",2018,5.6
Unknown,"Asturias, Principado de, Total (Parejas), Ambos extranjeros",2017,5.7
Unknown,"Asturias, Principado de, Total (Parejas), Ambos extranjeros",2016,5.2
Unknown,"Asturias, Principado de, Total (Parejas), Ambos extranjeros",2015,4.1
Unknown,"Asturias, Principado de, Total (Parejas), Ambos extranjeros",2014,4.8
Unknown,"Asturias, Principado de, Total (Parejas), Español con pareja extranjera",2020,6.8
Unknown,"Asturias, Principado de, Total (Parejas), Español con pareja extranjera",2019,4.5
Unknown,"Asturias, Principado de, Total (Parejas), Español con pareja extranjera",2018,4.6
Unknown,"Asturias, Principado de, Total (Parejas), Español con pareja extranjera",2017,5.1
Unknown,"Asturias, Principado de, Total (Parejas), Español con pareja extranjera",2016,5.0
Unknown,"Asturias, Principado de, Total (Parejas), Español con pareja extranjera",2015,4.6
Unknown,"Asturias, Principado de, Total (Parejas), Español con pareja extranjera",2014,4.4
Unknown,"Asturias, Principado de, Total (Parejas), Española con pareja extranjera",2020,3.1
Unknown,"Asturias, Principado de, Total (Parejas), Española con pareja extranjera",2019,2.9
Unknown,"Asturias, Principado de, Total (Parejas), Española con pareja extranjera",2018,2.0
Unknown,"Asturias, Principado de, Total (Parejas), Española con pareja extranjera",2017,2.1
Unknown,"Asturias, Principado de, Total (Parejas), Española con pareja extranjera",2016,3.4
Unknown,"Asturias, Principado de, Total (Parejas), Española con pareja extranjera",2015,3.3
Unknown,"Asturias, Principado de, Total (Parejas), Española con pareja extranjera",2014,2.1
Unknown,"Asturias, Principado de, Pareja casada, Total (Parejas)",2020,221.1
Unknown,"Asturias, Principado de, Pareja casada, Total (Parejas)",2019,223.3
Unknown,"Asturias, Principado de, Pareja casada, Total (Parejas)",2018,225.2
Unknown,"Asturias, Principado de, Pareja casada, Total (Parejas)",2017,224.6
Unknown,"Asturias, Principado de, Pareja casada, Total (Parejas)",2016,227.6
Unknown,"Asturias, Principado de, Pareja casada, Total (Parejas)",2015,238.3
Unknown,"Asturias, Principado de, Pareja casada, Total (Parejas)",2014,236.8
Unknown,"Asturias, Principado de, Pareja casada, Ambos españoles",2020,208.9
Unknown,"Asturias, Principado de, Pareja casada, Ambos españoles",2019,213.9
Unknown,"Asturias, Principado de, Pareja casada, Ambos españoles",2018,216.6
Unknown,"Asturias, Principado de, Pareja casada, Ambos españoles",2017,215.6
Unknown,"Asturias, Principado de, Pareja casada, Ambos españoles",2016,218.9
Unknown,"Asturias, Principado de, Pareja casada, Ambos españoles",2015,230.2
Unknown,"Asturias, Principado de, Pareja casada, Ambos españoles",2014,228.3
Unknown,"Asturias, Principado de, Pareja casada, Ambos extranjeros",2020,4.3
Unknown,"Asturias, Principado de, Pareja casada, Ambos extranjeros",2019,4.4
Unknown,"Asturias, Principado de, Pareja casada, Ambos extranjeros",2018,4.7
Unknown,"Asturias, Principado de, Pareja casada, Ambos extranjeros",2017,4.7
Unknown,"Asturias, Principado de, Pareja casada, Ambos extranjeros",2016,3.8
Unknown,"Asturias, Principado de, Pareja casada, Ambos extranjeros",2015,3.2
Unknown,"Asturias, Principado de, Pareja casada, Ambos extranjeros",2014,4.2
Unknown,"Asturias, Principado de, Pareja casada, Español con pareja extranjera",2020,5.3
Unknown,"Asturias, Principado de, Pareja casada, Español con pareja extranjera",2019,2.9
Unknown,"Asturias, Principado de, Pareja casada, Español con pareja extranjera",2018,2.8
Unknown,"Asturias, Principado de, Pareja casada, Español con pareja extranjera",2017,3.1
Unknown,"Asturias, Principado de, Pareja casada, Español con pareja extranjera",2016,2.8
Unknown,"Asturias, Principado de, Pareja casada, Español con pareja extranjera",2015,2.7
Unknown,"Asturias, Principado de, Pareja casada, Español con pareja extranjera",2014,3.5
Unknown,"Asturias, Principado de, Pareja casada, Española con pareja extranjera",2020,2.6
Unknown,"Asturias, Principado de, Pareja casada, Española con pareja extranjera",2019,2.1
Unknown,"Asturias, Principado de, Pareja casada, Española con pareja extranjera",2018,1.2
Unknown,"Asturias, Principado de, Pareja casada, Española con pareja extranjera",2017,1.2
Unknown,"Asturias, Principado de, Pareja casada, Española con pareja extranjera",2016,2.1
Unknown,"Asturias, Principado de, Pareja casada, Española con pareja extranjera",2015,2.1
Unknown,"Asturias, Principado de, Pareja casada, Española con pareja extranjera",2014,0.8
Unknown,"Asturias, Principado de, Pareja de hecho, Total (Parejas)",2020,29.3
Unknown,"Asturias, Principado de, Pareja de hecho, Total (Parejas)",2019,26.3
Unknown,"Asturias, Principado de, Pareja de hecho, Total (Parejas)",2018,24.6
Unknown,"Asturias, Principado de, Pareja de hecho, Total (Parejas)",2017,27.5
Unknown,"Asturias, Principado de, Pareja de hecho, Total (Parejas)",2016,29.5
Unknown,"Asturias, Principado de, Pareja de hecho, Total (Parejas)",2015,26.7
Unknown,"Asturias, Principado de, Pareja de hecho, Total (Parejas)",2014,27.5
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos españoles",2020,25.8
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos españoles",2019,22.2
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos españoles",2018,21.2
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos españoles",2017,23.7
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos españoles",2016,24.6
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos españoles",2015,22.8
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos españoles",2014,24.7
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos extranjeros",2020,1.5
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos extranjeros",2019,1.7
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos extranjeros",2018,0.9
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos extranjeros",2017,1.0
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos extranjeros",2016,1.4
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos extranjeros",2015,0.9
Unknown,"Asturias, Principado de, Pareja de hecho, Ambos extranjeros",2014,0.7
Unknown,"Asturias, Principado de, Pareja de hecho, Español con pareja extranjera",2020,1.5
Unknown,"Asturias, Principado de, Pareja de hecho, Español con pareja extranjera",2019,1.6
Unknown,"Asturias, Principado de, Pareja de hecho, Español con pareja extranjera",2018,1.8
Unknown,"Asturias, Principado de, Pareja de hecho, Español con pareja extranjera",2017,2.0
Unknown,"Asturias, Principado de, Pareja de hecho, Español con pareja extranjera",2016,2.2
Unknown,"Asturias, Principado de, Pareja de hecho, Español con pareja extranjera",2015,1.9
Unknown,"Asturias, Principado de, Pareja de hecho, Español con pareja extranjera",2014,0.9
Unknown,"Asturias, Principado de, Pareja de hecho, Española con pareja extranjera",2020,0.6
Unknown,"Asturias, Principado de, Pareja de hecho, Española con pareja extranjera",2019,0.8
Unknown,"Asturias, Principado de, Pareja de hecho, Española con pareja extranjera",2018,0.8
Unknown,"Asturias, Principado de, Pareja de hecho, Española con pareja extranjera",2017,0.8
Unknown,"Asturias, Principado de, Pareja de hecho, Española con pareja extranjera",2016,1.3
Unknown,"Asturias, Principado de, Pareja de hecho, Española con pareja extranjera",2015,1.2
Unknown,"Asturias, Principado de, Pareja de hecho, Española con pareja extranjera",2014,1.3
Unknown,"Balears, Illes, Total (Parejas), Total (Parejas)",2020,292.9
Unknown,"Balears, Illes, Total (Parejas), Total (Parejas)",2019,292.6
Unknown,"Balears, Illes, Total (Parejas), Total (Parejas)",2018,292.0
Unknown,"Balears, Illes, Total (Parejas), Total (Parejas)",2017,285.1
Unknown,"Balears, Illes, Total (Parejas), Total (Parejas)",2016,279.1
Unknown,"Balears, Illes, Total (Parejas), Total (Parejas)",2015,281.3
Unknown,"Balears, Illes, Total (Parejas), Total (Parejas)",2014,279.9
Unknown,"Balears, Illes, Total (Parejas), Ambos españoles",2020,209.2
Unknown,"Balears, Illes, Total (Parejas), Ambos españoles",2019,206.6
Unknown,"Balears, Illes, Total (Parejas), Ambos españoles",2018,210.6
Unknown,"Balears, Illes, Total (Parejas), Ambos españoles",2017,213.9
Unknown,"Balears, Illes, Total (Parejas), Ambos españoles",2016,206.2
Unknown,"Balears, Illes, Total (Parejas), Ambos españoles",2015,206.8
Unknown,"Balears, Illes, Total (Parejas), Ambos españoles",2014,209.9
Unknown,"Balears, Illes, Total (Parejas), Ambos extranjeros",2020,48.9
Unknown,"Balears, Illes, Total (Parejas), Ambos extranjeros",2019,49.1
Unknown,"Balears, Illes, Total (Parejas), Ambos extranjeros",2018,45.9
Unknown,"Balears, Illes, Total (Parejas), Ambos extranjeros",2017,39.7
Unknown,"Balears, Illes, Total (Parejas), Ambos extranjeros",2016,37.4
Unknown,"Balears, Illes, Total (Parejas), Ambos extranjeros",2015,40.9
Unknown,"Balears, Illes, Total (Parejas), Ambos extranjeros",2014,44.0
Unknown,"Balears, Illes, Total (Parejas), Español con pareja extranjera",2020,23.6
Unknown,"Balears, Illes, Total (Parejas), Español con pareja extranjera",2019,23.1
Unknown,"Balears, Illes, Total (Parejas), Español con pareja extranjera",2018,20.4
Unknown,"Balears, Illes, Total (Parejas), Español con pareja extranjera",2017,19.9
Unknown,"Balears, Illes, Total (Parejas), Español con pareja extranjera",2016,23.2
Unknown,"Balears, Illes, Total (Parejas), Español con pareja extranjera",2015,20.9
Unknown,"Balears, Illes, Total (Parejas), Español con pareja extranjera",2014,15.5
Unknown,"Balears, Illes, Total (Parejas), Española con pareja extranjera",2020,11.3
Unknown,"Balears, Illes, Total (Parejas), Española con pareja extranjera",2019,13.8
Unknown,"Balears, Illes, Total (Parejas), Española con pareja extranjera",2018,15.1
Unknown,"Balears, Illes, Total (Parejas), Española con pareja extranjera",2017,11.6
Unknown,"Balears, Illes, Total (Parejas), Española con pareja extranjera",2016,12.3
Unknown,"Balears, Illes, Total (Parejas), Española con pareja extranjera",2015,12.8
Unknown,"Balears, Illes, Total (Parejas), Española con pareja extranjera",2014,10.6
Unknown,"Balears, Illes, Pareja casada, Total (Parejas)",2020,229.4
Unknown,"Balears, Illes, Pareja casada, Total (Parejas)",2019,236.1
Unknown,"Balears, Illes, Pareja casada, Total (Parejas)",2018,238.7
Unknown,"Balears, Illes, Pareja casada, Total (Parejas)",2017,228.7
Unknown,"Balears, Illes, Pareja casada, Total (Parejas)",2016,216.3
Unknown,"Balears, Illes, Pareja casada, Total (Parejas)",2015,216.0
Unknown,"Balears, Illes, Pareja casada, Total (Parejas)",2014,218.0
Unknown,"Balears, Illes, Pareja casada, Ambos españoles",2020,165.7
Unknown,"Balears, Illes, Pareja casada, Ambos españoles",2019,169.6
Unknown,"Balears, Illes, Pareja casada, Ambos españoles",2018,176.7
Unknown,"Balears, Illes, Pareja casada, Ambos españoles",2017,176.6
Unknown,"Balears, Illes, Pareja casada, Ambos españoles",2016,166.7
Unknown,"Balears, Illes, Pareja casada, Ambos españoles",2015,168.8
Unknown,"Balears, Illes, Pareja casada, Ambos españoles",2014,171.6
Unknown,"Balears, Illes, Pareja casada, Ambos extranjeros",2020,39.7
Unknown,"Balears, Illes, Pareja casada, Ambos extranjeros",2019,40.2
Unknown,"Balears, Illes, Pareja casada, Ambos extranjeros",2018,37.7
Unknown,"Balears, Illes, Pareja casada, Ambos extranjeros",2017,33.2
