year,comunidad_autonoma,tipo_union,nacionalidad,numero_parejas
2017,Región de Murcia,Pareja casada,Española con pareja extranjera,4.0
2017,Región de Murcia,Pareja casada,Total (Parejas),308.3
2017,Región de Murcia,Pareja de hecho,Ambos españoles,33.6
2017,Región de Murcia,Pareja de hecho,Ambos extranjeros,6.9
2017,Región de Murcia,Pareja de hecho,Español con pareja extranjera,3.2
2017,Región de Murcia,Pareja de hecho,Española con pareja extranjera,4.1
2017,Región de Murcia,Pareja de hecho,Total (Parejas),47.8
2017,Región de Murcia,Total (Parejas),Ambos españoles,296.9
2017,Región de Murcia,Total (Parejas),Ambos extranjeros,40.3
2017,Región de Murcia,Total (Parejas),Español con pareja extranjera,10.8
2017,Región de Murcia,Total (Parejas),Española con pareja extranjera,8.1
2017,Región de Murcia,Total (Parejas),Total (Parejas),356.1
2018,Andalucía,Pareja casada,Ambos españoles,1607.1
2018,Andalucía,Pareja casada,Ambos extranjeros,98.5
2018,Andalucía,Pareja casada,Español con pareja extranjera,34.6
2018,Andalucía,Pareja casada,Española con pareja extranjera,21.7
2018,Andalucía,Pareja casada,Total (Parejas),1761.8
2018,Andalucía,Pareja de hecho,Ambos españoles,203.8
2018,Andalucía,Pareja de hecho,Ambos extranjeros,16.0
2018,Andalucía,Pareja de hecho,Español con pareja extranjera,18.9
2018,Andalucía,Pareja de hecho,Española con pareja extranjera,10.3
2018,Andalucía,Pareja de hecho,Total (Parejas),249.0
2018,Andalucía,Total (Parejas),Ambos españoles,1810.8
2018,Andalucía,Total (Parejas),Ambos extranjeros,114.5
2018,Andalucía,Total (Parejas),Español con pareja extranjera,53.4
2018,Andalucía,Total (Parejas),Española con pareja extranjera,32.0
2018,Andalucía,Total (Parejas),Total (Parejas),2010.8
2018,Aragón,Pareja casada,Ambos españoles,245.4
2018,Aragón,Pareja casada,Ambos extranjeros,24.9
2018,Aragón,Pareja casada,Español con pareja extranjera,7.9
2018,Aragón,Pareja casada,Española con pareja extranjera,2.4
2018,Aragón,Pareja casada,Total (Parejas),280.7
2018,Aragón,Pareja de hecho,Ambos españoles,31.7
2018,Aragón,Pareja de hecho,Ambos extranjeros,4.9
2018,Aragón,Pareja de hecho,Español con pareja extranjera,2.3
2018,Aragón,Pareja de hecho,Española con pareja extranjera,2.7
2018,Aragón,Pareja de hecho,Total (Parejas),41.7
2018,Aragón,Total (Parejas),Ambos españoles,277.2
2018,Aragón,Total (Parejas),Ambos extranjeros,29.8
2018,Aragón,Total (Parejas),Español con pareja extranjera,10.3
2018,Aragón,Total (Parejas),Española con pareja extranjera,5.1
2018,Aragón,Total (Parejas),Total (Parejas),322.4
2018,Asturias,Pareja casada,Ambos españoles,216.6
2018,Asturias,Pareja casada,Ambos extranjeros,4.7
2018,Asturias,Pareja casada,Español con pareja extranjera,2.8
2018,Asturias,Pareja casada,Española con pareja extranjera,1.2
2018,Asturias,Pareja casada,Total (Parejas),225.2
2018,Asturias,Pareja de hecho,Ambos españoles,21.2
2018,Asturias,Pareja de hecho,Ambos extranjeros,0.9
2018,Asturias,Pareja de hecho,Español con pareja extranjera,1.8
2018,Asturias,Pareja de hecho,Española con pareja extranjera,0.8
2018,Asturias,Pareja de hecho,Total (Parejas),24.6
2018,Asturias,Total (Parejas),Ambos españoles,237.7
2018,Asturias,Total (Parejas),Ambos extranjeros,5.6
2018,Asturias,Total (Parejas),Español con pareja extranjera,4.6
2018,Asturias,Total (Parejas),Española con pareja extranjera,2.0
2018,Asturias,Total (Parejas),Total (Parejas),249.9
2018,Canarias,Pareja casada,Ambos españoles,307.5
2018,Canarias,Pareja casada,Ambos extranjeros,41.7
2018,Canarias,Pareja casada,Español con pareja extranjera,24.4
2018,Canarias,Pareja casada,Española con pareja extranjera,11.6
2018,Canarias,Pareja casada,Total (Parejas),385.2
2018,Canarias,Pareja de hecho,Ambos españoles,92.4
2018,Canarias,Pareja de hecho,Ambos extranjeros,11.0
2018,Canarias,Pareja de hecho,Español con pareja extranjera,7.6
2018,Canarias,Pareja de hecho,Española con pareja extranjera,8.9
2018,Canarias,Pareja de hecho,Total (Parejas),119.9
2018,Canarias,Total (Parejas),Ambos españoles,400.0
2018,Canarias,Total (Parejas),Ambos extranjeros,52.7
2018,Canarias,Total (Parejas),Español con pareja extranjera,32.0
2018,Canarias,Total (Parejas),Española con pareja extranjera,20.5
2018,Canarias,Total (Parejas),Total (Parejas),505.1
2018,Cantabria,Pareja casada,Ambos españoles,112.3
2018,Cantabria,Pareja casada,Ambos extranjeros,4.2
2018,Cantabria,Pareja casada,Español con pareja extranjera,2.6
2018,Cantabria,Pareja casada,Española con pareja extranjera,1.2
2018,Cantabria,Pareja casada,Total (Parejas),120.4
2018,Cantabria,Pareja de hecho,Ambos españoles,15.6
2018,Cantabria,Pareja de hecho,Ambos extranjeros,0.6
2018,Cantabria,Pareja de hecho,Español con pareja extranjera,1.5
2018,Cantabria,Pareja de hecho,Española con pareja extranjera,0.7
2018,Cantabria,Pareja de hecho,Total (Parejas),18.4
2018,Cantabria,Total (Parejas),Ambos españoles,127.9
2018,Cantabria,Total (Parejas),Ambos extranjeros,4.9
2018,Cantabria,Total (Parejas),Español con pareja extranjera,4.1
2018,Cantabria,Total (Parejas),Española con pareja extranjera,2.0
2018,Cantabria,Total (Parejas),Total (Parejas),138.8
2018,Castilla y León,Pareja casada,Ambos españoles,500.5
2018,Castilla y León,Pareja casada,Ambos extranjeros,20.4
2018,Castilla y León,Pareja casada,Español con pareja extranjera,7.2
2018,Castilla y León,Pareja casada,Española con pareja extranjera,3.3
2018,Castilla y León,Pareja casada,Total (Parejas),531.5
2018,Castilla y León,Pareja de hecho,Ambos españoles,48.0
2018,Castilla y León,Pareja de hecho,Ambos extranjeros,3.9
2018,Castilla y León,Pareja de hecho,Español con pareja extranjera,6.6
2018,Castilla y León,Pareja de hecho,Española con pareja extranjera,3.2
2018,Castilla y León,Pareja de hecho,Total (Parejas),61.7
2018,Castilla y León,Total (Parejas),Ambos españoles,548.5
2018,Castilla y León,Total (Parejas),Ambos extranjeros,24.3
2018,Castilla y León,Total (Parejas),Español con pareja extranjera,13.8
2018,Castilla y León,Total (Parejas),Española con pareja extranjera,6.5
2018,Castilla y León,Total (Parejas),Total (Parejas),593.1
2018,Castilla-La Mancha,Pareja casada,Ambos españoles,401.9
2018,Castilla-La Mancha,Pareja casada,Ambos extranjeros,27.5
2018,Castilla-La Mancha,Pareja casada,Español con pareja extranjera,9.5
2018,Castilla-La Mancha,Pareja casada,Española con pareja extranjera,3.5
2018,Castilla-La Mancha,Pareja casada,Total (Parejas),442.3
2018,Castilla-La Mancha,Pareja de hecho,Ambos españoles,46.9
2018,Castilla-La Mancha,Pareja de hecho,Ambos extranjeros,5.2
2018,Castilla-La Mancha,Pareja de hecho,Español con pareja extranjera,2.5
2018,Castilla-La Mancha,Pareja de hecho,Española con pareja extranjera,1.4
2018,Castilla-La Mancha,Pareja de hecho,Total (Parejas),56.0
2018,Castilla-La Mancha,Total (Parejas),Ambos españoles,448.8
2018,Castilla-La Mancha,Total (Parejas),Ambos extranjeros,32.6
2018,Castilla-La Mancha,Total (Parejas),Español con pareja extranjera,12.0
2018,Castilla-La Mancha,Total (Parejas),Española con pareja extranjera,4.9
2018,Castilla-La Mancha,Total (Parejas),Total (Parejas),498.3
2018,Cataluña,Pareja casada,Ambos españoles,1267.1
2018,Cataluña,Pareja casada,Ambos extranjeros,135.9
2018,Cataluña,Pareja casada,Español con pareja extranjera,58.6
2018,Cataluña,Pareja casada,Española con pareja extranjera,41.1
2018,Cataluña,Pareja casada,Total (Parejas),1502.7
2018,Cataluña,Pareja de hecho,Ambos españoles,263.7
2018,Cataluña,Pareja de hecho,Ambos extranjeros,26.9
2018,Cataluña,Pareja de hecho,Español con pareja extranjera,24.6
2018,Cataluña,Pareja de hecho,Española con pareja extranjera,20.9
2018,Cataluña,Pareja de hecho,Total (Parejas),336.0
2018,Cataluña,Total (Parejas),Ambos españoles,1530.8
2018,Cataluña,Total (Parejas),Ambos extranjeros,162.8
2018,Cataluña,Total (Parejas),Español con pareja extranjera,83.1
2018,Cataluña,Total (Parejas),Española con pareja extranjera,62.0
2018,Cataluña,Total (Parejas),Total (Parejas),1838.8
2018,Ceuta,Pareja casada,Ambos españoles,13.5
2018,Ceuta,Pareja casada,Ambos extranjeros,0.5
2018,Ceuta,Pareja casada,Español con pareja extranjera,1.3
2018,Ceuta,Pareja casada,Española con pareja extranjera,0.7
2018,Ceuta,Pareja casada,Total (Parejas),16.0
2018,Ceuta,Pareja de hecho,Ambos españoles,1.4
2018,Ceuta,Pareja de hecho,Español con pareja extranjera,0.1
2018,Ceuta,Pareja de hecho,Total (Parejas),1.5
2018,Ceuta,Total (Parejas),Ambos españoles,14.9
2018,Ceuta,Total (Parejas),Ambos extranjeros,0.5
2018,Ceuta,Total (Parejas),Español con pareja extranjera,1.4
2018,Ceuta,Total (Parejas),Española con pareja extranjera,0.7
2018,Ceuta,Total (Parejas),Total (Parejas),17.5
2018,Comunidad de Madrid,Pareja casada,Ambos españoles,1118.0
2018,Comunidad de Madrid,Pareja casada,Ambos extranjeros,102.0
2018,Comunidad de Madrid,Pareja casada,Español con pareja extranjera,42.7
2018,Comunidad de Madrid,Pareja casada,Española con pareja extranjera,35.8
2018,Comunidad de Madrid,Pareja casada,Total (Parejas),1298.5
2018,Comunidad de Madrid,Pareja de hecho,Ambos españoles,199.5
2018,Comunidad de Madrid,Pareja de hecho,Ambos extranjeros,21.6
2018,Comunidad de Madrid,Pareja de hecho,Español con pareja extranjera,20.4
2018,Comunidad de Madrid,Pareja de hecho,Española con pareja extranjera,16.8
2018,Comunidad de Madrid,Pareja de hecho,Total (Parejas),258.3
2018,Comunidad de Madrid,Total (Parejas),Ambos españoles,1317.5
2018,Comunidad de Madrid,Total (Parejas),Ambos extranjeros,123.6
2018,Comunidad de Madrid,Total (Parejas),Español con pareja extranjera,63.1
2018,Comunidad de Madrid,Total (Parejas),Española con pareja extranjera,52.6
2018,Comunidad de Madrid,Total (Parejas),Total (Parejas),1556.8
2018,Comunitat Valenciana,Pareja casada,Ambos españoles,894.5
2018,Comunitat Valenciana,Pareja casada,Ambos extranjeros,119.1
2018,Comunitat Valenciana,Pareja casada,Español con pareja extranjera,22.2
2018,Comunitat Valenciana,Pareja casada,Española con pareja extranjera,20.9
2018,Comunitat Valenciana,Pareja casada,Total (Parejas),1056.7
2018,Comunitat Valenciana,Pareja de hecho,Ambos españoles,125.8
2018,Comunitat Valenciana,Pareja de hecho,Ambos extranjeros,18.9
2018,Comunitat Valenciana,Pareja de hecho,Español con pareja extranjera,9.5
2018,Comunitat Valenciana,Pareja de hecho,Española con pareja extranjera,8.7
2018,Comunitat Valenciana,Pareja de hecho,Total (Parejas),162.9
2018,Comunitat Valenciana,Total (Parejas),Ambos españoles,1020.3
2018,Comunitat Valenciana,Total (Parejas),Ambos extranjeros,138.0
2018,Comunitat Valenciana,Total (Parejas),Español con pareja extranjera,31.7
2018,Comunitat Valenciana,Total (Parejas),Española con pareja extranjera,29.6
2018,Comunitat Valenciana,Total (Parejas),Total (Parejas),1219.6
2018,Extremadura,Pareja casada,Ambos españoles,229.8
2018,Extremadura,Pareja casada,Ambos extranjeros,6.1
2018,Extremadura,Pareja casada,Español con pareja extranjera,2.1
2018,Extremadura,Pareja casada,Española con pareja extranjera,0.9
2018,Extremadura,Pareja casada,Total (Parejas),238.8
2018,Extremadura,Pareja de hecho,Ambos españoles,22.5
2018,Extremadura,Pareja de hecho,Ambos extranjeros,0.4
2018,Extremadura,Pareja de hecho,Español con pareja extranjera,0.1
2018,Extremadura,Pareja de hecho,Española con pareja extranjera,0.8
2018,Extremadura,Pareja de hecho,Total (Parejas),23.8
2018,Extremadura,Total (Parejas),Ambos españoles,252.3
2018,Extremadura,Total (Parejas),Ambos extranjeros,6.4
2018,Extremadura,Total (Parejas),Español con pareja extranjera,2.2
2018,Extremadura,Total (Parejas),Española con pareja extranjera,1.7
2018,Extremadura,Total (Parejas),Total (Parejas),262.6
2018,Galicia,Pareja casada,Ambos españoles,559.1
2018,Galicia,Pareja casada,Ambos extranjeros,10.2
2018,Galicia,Pareja casada,Español con pareja extranjera,10.5
2018,Galicia,Pareja casada,Española con pareja extranjera,6.2
2018,Galicia,Pareja casada,Total (Parejas),586.0
2018,Galicia,Pareja de hecho,Ambos españoles,69.8
2018,Galicia,Pareja de hecho,Ambos extranjeros,1.4
2018,Galicia,Pareja de hecho,Español con pareja extranjera,5.9
2018,Galicia,Pareja de hecho,Española con pareja extranjera,4.1
2018,Galicia,Pareja de hecho,Total (Parejas),81.1
2018,Galicia,Total (Parejas),Ambos españoles,628.9
2018,Galicia,Total (Parejas),Ambos extranjeros,11.6
2018,Galicia,Total (Parejas),Español con pareja extranjera,16.4
2018,Galicia,Total (Parejas),Española con pareja extranjera,10.3
2018,Galicia,Total (Parejas),Total (Parejas),667.2
2018,Illes Balears,Pareja casada,Ambos españoles,176.7
2018,Illes Balears,Pareja casada,Ambos extranjeros,37.7
2018,Illes Balears,Pareja casada,Español con pareja extranjera,15.4
2018,Illes Balears,Pareja casada,Española con pareja extranjera,8.9
2018,Illes Balears,Pareja casada,Total (Parejas),238.7
2018,Illes Balears,Pareja de hecho,Ambos españoles,33.9
2018,Illes Balears,Pareja de hecho,Ambos extranjeros,8.2
2018,Illes Balears,Pareja de hecho,Español con pareja extranjera,5.0
2018,Illes Balears,Pareja de hecho,Española con pareja extranjera,6.2
2018,Illes Balears,Pareja de hecho,Total (Parejas),53.3
2018,Illes Balears,Total (Parejas),Ambos españoles,210.6
2018,Illes Balears,Total (Parejas),Ambos extranjeros,45.9
2018,Illes Balears,Total (Parejas),Español con pareja extranjera,20.4
2018,Illes Balears,Total (Parejas),Española con pareja extranjera,15.1
2018,Illes Balears,Total (Parejas),Total (Parejas),292.0
2018,La Rioja,Pareja casada,Ambos españoles,61.1
2018,La Rioja,Pareja casada,Ambos extranjeros,5.3
2018,La Rioja,Pareja casada,Español con pareja extranjera,2.0
2018,La Rioja,Pareja casada,Española con pareja extranjera,1.3
2018,La Rioja,Pareja casada,Total (Parejas),69.7
2018,La Rioja,Pareja de hecho,Ambos españoles,6.4
2018,La Rioja,Pareja de hecho,Ambos extranjeros,1.1
2018,La Rioja,Pareja de hecho,Español con pareja extranjera,0.4
2018,La Rioja,Pareja de hecho,Española con pareja extranjera,0.4
2018,La Rioja,Pareja de hecho,Total (Parejas),8.3
2018,La Rioja,Total (Parejas),Ambos españoles,67.4
2018,La Rioja,Total (Parejas),Ambos extranjeros,6.4
2018,La Rioja,Total (Parejas),Español con pareja extranjera,2.4
2018,La Rioja,Total (Parejas),Española con pareja extranjera,1.7
2018,La Rioja,Total (Parejas),Total (Parejas),78.1
2018,Melilla,Pareja casada,Ambos españoles,11.9
2018,Melilla,Pareja casada,Ambos extranjeros,1.0
2018,Melilla,Pareja casada,Español con pareja extranjera,1.7
2018,Melilla,Pareja casada,Española con pareja extranjera,0.7
2018,Melilla,Pareja casada,Total (Parejas),15.3
2018,Melilla,Pareja de hecho,Ambos españoles,1.2
2018,Melilla,Pareja de hecho,Ambos extranjeros,0.0
2018,Melilla,Pareja de hecho,Español con pareja extranjera,0.2
2018,Melilla,Pareja de hecho,Española con pareja extranjera,0.1
2018,Melilla,Pareja de hecho,Total (Parejas),1.6
2018,Melilla,Total (Parejas),Ambos españoles,13.1
2018,Melilla,Total (Parejas),Ambos extranjeros,1.1
2018,Melilla,Total (Parejas),Español con pareja extranjera,1.9
2018,Melilla,Total (Parejas),Española con pareja extranjera,0.8
2018,Melilla,Total (Parejas),Total (Parejas),16.8
2018,Navarra,Pareja casada,Ambos españoles,123.0
2018,Navarra,Pareja casada,Ambos extranjeros,7.8
2018,Navarra,Pareja casada,Español con pareja extranjera,3.5
2018,Navarra,Pareja casada,Española con pareja extranjera,1.9
2018,Navarra,Pareja casada,Total (Parejas),136.2
2018,Navarra,Pareja de hecho,Ambos españoles,14.7
2018,Navarra,Pareja de hecho,Ambos extranjeros,1.1
2018,Navarra,Pareja de hecho,Español con pareja extranjera,2.1
2018,Navarra,Pareja de hecho,Española con pareja extranjera,0.9
2018,Navarra,Pareja de hecho,Total (Parejas),18.7
2018,Navarra,Total (Parejas),Ambos españoles,137.7
2018,Navarra,Total (Parejas),Ambos extranjeros,8.9
2018,Navarra,Total (Parejas),Español con pareja extranjera,5.6
2018,Navarra,Total (Parejas),Española con pareja extranjera,2.8
2018,Navarra,Total (Parejas),Total (Parejas),154.9
2018,País Vasco,Pareja casada,Ambos españoles,428.5
2018,País Vasco,Pareja casada,Ambos extranjeros,12.4
2018,País Vasco,Pareja casada,Español con pareja extranjera,6.9
2018,País Vasco,Pareja casada,Española con pareja extranjera,5.1
2018,País Vasco,Pareja casada,Total (Parejas),452.9
2018,País Vasco,Pareja de hecho,Ambos españoles,59.2
2018,País Vasco,Pareja de hecho,Ambos extranjeros,2.7
2018,País Vasco,Pareja de hecho,Español con pareja extranjera,3.4
2018,País Vasco,Pareja de hecho,Española con pareja extranjera,1.5
2018,País Vasco,Pareja de hecho,Total (Parejas),66.9
2018,País Vasco,Total (Parejas),Ambos españoles,487.7
2018,País Vasco,Total (Parejas),Ambos extranjeros,15.1
2018,País Vasco,Total (Parejas),Español con pareja extranjera,10.4
2018,País Vasco,Total (Parejas),Española con pareja extranjera,6.6
2018,País Vasco,Total (Parejas),Total (Parejas),519.8
2018,Región de Murcia,Pareja casada,Ambos españoles,262.2
2018,Región de Murcia,Pareja casada,Ambos extranjeros,30.3
2018,Región de Murcia,Pareja casada,Español con pareja extranjera,7.0
2018,Región de Murcia,Pareja casada,Española con pareja extranjera,4.7
2018,Región de Murcia,Pareja casada,Total (Parejas),304.2
2018,Región de Murcia,Pareja de hecho,Ambos españoles,34.2
2018,Región de Murcia,Pareja de hecho,Ambos extranjeros,5.9
2018,Región de Murcia,Pareja de hecho,Español con pareja extranjera,4.0
2018,Región de Murcia,Pareja de hecho,Española con pareja extranjera,3.5
2018,Región de Murcia,Pareja de hecho,Total (Parejas),47.6
2018,Región de Murcia,Total (Parejas),Ambos españoles,296.4
2018,Región de Murcia,Total (Parejas),Ambos extranjeros,36.3
2018,Región de Murcia,Total (Parejas),Español con pareja extranjera,10.9
2018,Región de Murcia,Total (Parejas),Española con pareja extranjera,8.2
2018,Región de Murcia,Total (Parejas),Total (Parejas),351.8
2019,Andalucía,Pareja casada,Ambos españoles,1604.8
2019,Andalucía,Pareja casada,Ambos extranjeros,101.3
2019,Andalucía,Pareja casada,Español con pareja extranjera,36.1
2019,Andalucía,Pareja casada,Española con pareja extranjera,22.1
2019,Andalucía,Pareja casada,Total (Parejas),1764.3
2019,Andalucía,Pareja de hecho,Ambos españoles,202.2
2019,Andalucía,Pareja de hecho,Ambos extranjeros,21.1
2019,Andalucía,Pareja de hecho,Español con pareja extranjera,19.7
2019,Andalucía,Pareja de hecho,Española con pareja extranjera,14.9
2019,Andalucía,Pareja de hecho,Total (Parejas),257.9
2019,Andalucía,Total (Parejas),Ambos españoles,1807.0
2019,Andalucía,Total (Parejas),Ambos extranjeros,122.4
2019,Andalucía,Total (Parejas),Español con pareja extranjera,55.8
2019,Andalucía,Total (Parejas),Española con pareja extranjera,37.0
2019,Andalucía,Total (Parejas),Total (Parejas),2022.3
2019,Aragón,Pareja casada,Ambos españoles,242.2
2019,Aragón,Pareja casada,Ambos extranjeros,27.8
2019,Aragón,Pareja casada,Español con pareja extranjera,8.1
2019,Aragón,Pareja casada,Española con pareja extranjera,3.7
2019,Aragón,Pareja casada,Total (Parejas),281.8
2019,Aragón,Pareja de hecho,Ambos españoles,35.2
2019,Aragón,Pareja de hecho,Ambos extranjeros,3.7
2019,Aragón,Pareja de hecho,Español con pareja extranjera,4.0
2019,Aragón,Pareja de hecho,Española con pareja extranjera,1.6
2019,Aragón,Pareja de hecho,Total (Parejas),44.6
2019,Aragón,Total (Parejas),Ambos españoles,277.4
2019,Aragón,Total (Parejas),Ambos extranjeros,31.5
2019,Aragón,Total (Parejas),Español con pareja extranjera,12.1
2019,Aragón,Total (Parejas),Española con pareja extranjera,5.4
2019,Aragón,Total (Parejas),Total (Parejas),326.4
2019,Asturias,Pareja casada,Ambos españoles,213.9
2019,Asturias,Pareja casada,Ambos extranjeros,4.4
2019,Asturias,Pareja casada,Español con pareja extranjera,2.9
2019,Asturias,Pareja casada,Española con pareja extranjera,2.1
2019,Asturias,Pareja casada,Total (Parejas),223.3
2019,Asturias,Pareja de hecho,Ambos españoles,22.2
2019,Asturias,Pareja de hecho,Ambos extranjeros,1.7
2019,Asturias,Pareja de hecho,Español con pareja extranjera,1.6
2019,Asturias,Pareja de hecho,Española con pareja extranjera,0.8
2019,Asturias,Pareja de hecho,Total (Parejas),26.3
2019,Asturias,Total (Parejas),Ambos españoles,236.0
2019,Asturias,Total (Parejas),Ambos extranjeros,6.1
2019,Asturias,Total (Parejas),Español con pareja extranjera,4.5
2019,Asturias,Total (Parejas),Española con pareja extranjera,2.9
2019,Asturias,Total (Parejas),Total (Parejas),249.6
2019,Canarias,Pareja casada,Ambos españoles,300.0
2019,Canarias,Pareja casada,Ambos extranjeros,42.6
2019,Canarias,Pareja casada,Español con pareja extranjera,22.7
2019,Canarias,Pareja casada,Española con pareja extranjera,13.3
2019,Canarias,Pareja casada,Total (Parejas),378.6
2019,Canarias,Pareja de hecho,Ambos españoles,87.4
2019,Canarias,Pareja de hecho,Ambos extranjeros,17.6
2019,Canarias,Pareja de hecho,Español con pareja extranjera,7.1
2019,Canarias,Pareja de hecho,Española con pareja extranjera,8.9
2019,Canarias,Pareja de hecho,Total (Parejas),120.9
2019,Canarias,Total (Parejas),Ambos españoles,387.4
2019,Canarias,Total (Parejas),Ambos extranjeros,60.2
2019,Canarias,Total (Parejas),Español con pareja extranjera,29.8
2019,Canarias,Total (Parejas),Española con pareja extranjera,22.1
2019,Canarias,Total (Parejas),Total (Parejas),499.5
2019,Cantabria,Pareja casada,Ambos españoles,111.9
2019,Cantabria,Pareja casada,Ambos extranjeros,4.9
2019,Cantabria,Pareja casada,Español con pareja extranjera,2.2
2019,Cantabria,Pareja casada,Española con pareja extranjera,1.1
2019,Cantabria,Pareja casada,Total (Parejas),120.1
2019,Cantabria,Pareja de hecho,Ambos españoles,14.2
2019,Cantabria,Pareja de hecho,Ambos extranjeros,1.2
2019,Cantabria,Pareja de hecho,Español con pareja extranjera,1.3
2019,Cantabria,Pareja de hecho,Española con pareja extranjera,0.5
2019,Cantabria,Pareja de hecho,Total (Parejas),17.2
2019,Cantabria,Total (Parejas),Ambos españoles,126.1
2019,Cantabria,Total (Parejas),Ambos extranjeros,6.1
2019,Cantabria,Total (Parejas),Español con pareja extranjera,3.5
2019,Cantabria,Total (Parejas),Española con pareja extranjera,1.6
2019,Cantabria,Total (Parejas),Total (Parejas),137.3
2019,Castilla y León,Pareja casada,Ambos españoles,485.2
2019,Castilla y León,Pareja casada,Ambos extranjeros,20.8
2019,Castilla y León,Pareja casada,Español con pareja extranjera,6.5
2019,Castilla y León,Pareja casada,Española con pareja extranjera,4.8
2019,Castilla y León,Pareja casada,Total (Parejas),517.4
2019,Castilla y León,Pareja de hecho,Ambos españoles,52.9
2019,Castilla y León,Pareja de hecho,Ambos extranjeros,4.1
2019,Castilla y León,Pareja de hecho,Español con pareja extranjera,5.3
2019,Castilla y León,Pareja de hecho,Española con pareja extranjera,2.4
2019,Castilla y León,Pareja de hecho,Total (Parejas),64.7
2019,Castilla y León,Total (Parejas),Ambos españoles,538.1
2019,Castilla y León,Total (Parejas),Ambos extranjeros,24.9
2019,Castilla y León,Total (Parejas),Español con pareja extranjera,11.8
2019,Castilla y León,Total (Parejas),Española con pareja extranjera,7.2
2019,Castilla y León,Total (Parejas),Total (Parejas),582.1
2019,Castilla-La Mancha,Pareja casada,Ambos españoles,394.0
2019,Castilla-La Mancha,Pareja casada,Ambos extranjeros,29.7
2019,Castilla-La Mancha,Pareja casada,Español con pareja extranjera,7.7
2019,Castilla-La Mancha,Pareja casada,Española con pareja extranjera,4.1
2019,Castilla-La Mancha,Pareja casada,Total (Parejas),435.6
2019,Castilla-La Mancha,Pareja de hecho,Ambos españoles,47.1
2019,Castilla-La Mancha,Pareja de hecho,Ambos extranjeros,3.6
2019,Castilla-La Mancha,Pareja de hecho,Español con pareja extranjera,4.0
2019,Castilla-La Mancha,Pareja de hecho,Española con pareja extranjera,2.8
2019,Castilla-La Mancha,Pareja de hecho,Total (Parejas),57.6
2019,Castilla-La Mancha,Total (Parejas),Ambos españoles,441.2
2019,Castilla-La Mancha,Total (Parejas),Ambos extranjeros,33.4
2019,Castilla-La Mancha,Total (Parejas),Español con pareja extranjera,11.8
2019,Castilla-La Mancha,Total (Parejas),Española con pareja extranjera,6.9
2019,Castilla-La Mancha,Total (Parejas),Total (Parejas),493.2
2019,Cataluña,Pareja casada,Ambos españoles,1258.0
2019,Cataluña,Pareja casada,Ambos extranjeros,135.2
2019,Cataluña,Pareja casada,Español con pareja extranjera,64.4
2019,Cataluña,Pareja casada,Española con pareja extranjera,43.7
2019,Cataluña,Pareja casada,Total (Parejas),1501.3
2019,Cataluña,Pareja de hecho,Ambos españoles,261.8
2019,Cataluña,Pareja de hecho,Ambos extranjeros,33.5
2019,Cataluña,Pareja de hecho,Español con pareja extranjera,26.6
2019,Cataluña,Pareja de hecho,Española con pareja extranjera,22.4
2019,Cataluña,Pareja de hecho,Total (Parejas),344.4
2019,Cataluña,Total (Parejas),Ambos españoles,1519.7
2019,Cataluña,Total (Parejas),Ambos extranjeros,168.8
2019,Cataluña,Total (Parejas),Español con pareja extranjera,91.0
2019,Cataluña,Total (Parejas),Española con pareja extranjera,66.1
2019,Cataluña,Total (Parejas),Total (Parejas),1845.6
2019,Ceuta,Pareja casada,Ambos españoles,13.2
2019,Ceuta,Pareja casada,Ambos extranjeros,0.4
2019,Ceuta,Pareja casada,Español con pareja extranjera,1.4
2019,Ceuta,Pareja casada,Española con pareja extranjera,0.8
2019,Ceuta,Pareja casada,Total (Parejas),15.8
2019,Ceuta,Pareja de hecho,Ambos españoles,1.6
2019,Ceuta,Pareja de hecho,Español con pareja extranjera,0.1
2019,Ceuta,Pareja de hecho,Total (Parejas),1.7
2019,Ceuta,Total (Parejas),Ambos españoles,14.9
2019,Ceuta,Total (Parejas),Ambos extranjeros,0.4
2019,Ceuta,Total (Parejas),Español con pareja extranjera,1.5
2019,Ceuta,Total (Parejas),Española con pareja extranjera,0.8
2019,Ceuta,Total (Parejas),Total (Parejas),17.5
2019,Comunidad de Madrid,Pareja casada,Ambos españoles,1111.8
2019,Comunidad de Madrid,Pareja casada,Ambos extranjeros,113.8
2019,Comunidad de Madrid,Pareja casada,Español con pareja extranjera,40.1
2019,Comunidad de Madrid,Pareja casada,Española con pareja extranjera,36.9
2019,Comunidad de Madrid,Pareja casada,Total (Parejas),1302.6
2019,Comunidad de Madrid,Pareja de hecho,Ambos españoles,203.2
2019,Comunidad de Madrid,Pareja de hecho,Ambos extranjeros,25.8
2019,Comunidad de Madrid,Pareja de hecho,Español con pareja extranjera,22.9
2019,Comunidad de Madrid,Pareja de hecho,Española con pareja extranjera,19.8
2019,Comunidad de Madrid,Pareja de hecho,Total (Parejas),271.7
2019,Comunidad de Madrid,Total (Parejas),Ambos españoles,1314.9
2019,Comunidad de Madrid,Total (Parejas),Ambos extranjeros,139.6
2019,Comunidad de Madrid,Total (Parejas),Español con pareja extranjera,63.0
2019,Comunidad de Madrid,Total (Parejas),Española con pareja extranjera,56.7
2019,Comunidad de Madrid,Total (Parejas),Total (Parejas),1574.3
2019,Comunitat Valenciana,Pareja casada,Ambos españoles,886.4
