year,comunidad_autonoma,tipo_union,nacionalidad,numero_parejas
2014,Andalucía,Pareja casada,Ambos españoles,1640.7
2014,Andalucía,Pareja casada,Ambos extranjeros,100.5
2014,Andalucía,Pareja casada,Español con pareja extranjera,36.2
2014,Andalucía,Pareja casada,Española con pareja extranjera,21.7
2014,Andalucía,Pareja casada,Total (Parejas),1799.2
2014,Andalucía,Pareja de hecho,Ambos españoles,194.0
2014,Andalucía,Pareja de hecho,Ambos extranjeros,17.2
2014,Andalucía,Pareja de hecho,Español con pareja extranjera,15.5
2014,Andalucía,Pareja de hecho,Española con pareja extranjera,8.3
2014,Andalucía,Pareja de hecho,Total (Parejas),235.0
2014,Andalucía,Total (Parejas),Ambos españoles,1834.7
2014,Andalucía,Total (Parejas),Ambos extranjeros,117.7
2014,Andalucía,Total (Parejas),Español con pareja extranjera,51.8
2014,Andalucía,Total (Parejas),Española con pareja extranjera,30.0
2014,Andalucía,Total (Parejas),Total (Parejas),2034.2
2014,Aragón,Pareja casada,Ambos españoles,261.4
2014,Aragón,Pareja casada,Ambos extranjeros,23.9
2014,Aragón,Pareja casada,Español con pareja extranjera,7.8
2014,Aragón,Pareja casada,Española con pareja extranjera,2.1
2014,Aragón,Pareja casada,Total (Parejas),295.1
2014,Aragón,Pareja de hecho,Ambos españoles,27.3
2014,Aragón,Pareja de hecho,Ambos extranjeros,4.2
2014,Aragón,Pareja de hecho,Español con pareja extranjera,2.3
2014,Aragón,Pareja de hecho,Española con pareja extranjera,1.6
2014,Aragón,Pareja de hecho,Total (Parejas),35.3
2014,Aragón,Total (Parejas),Ambos españoles,288.7
2014,Aragón,Total (Parejas),Ambos extranjeros,28.1
2014,Aragón,Total (Parejas),Español con pareja extranjera,10.1
2014,Aragón,Total (Parejas),Española con pareja extranjera,3.6
2014,Aragón,Total (Parejas),Total (Parejas),330.5
2014,Asturias,Pareja casada,Ambos españoles,228.3
2014,Asturias,Pareja casada,Ambos extranjeros,4.2
2014,Asturias,Pareja casada,Español con pareja extranjera,3.5
2014,Asturias,Pareja casada,Española con pareja extranjera,0.8
2014,Asturias,Pareja casada,Total (Parejas),236.8
2014,Asturias,Pareja de hecho,Ambos españoles,24.7
2014,Asturias,Pareja de hecho,Ambos extranjeros,0.7
2014,Asturias,Pareja de hecho,Español con pareja extranjera,0.9
2014,Asturias,Pareja de hecho,Española con pareja extranjera,1.3
2014,Asturias,Pareja de hecho,Total (Parejas),27.5
2014,Asturias,Total (Parejas),Ambos españoles,252.9
2014,Asturias,Total (Parejas),Ambos extranjeros,4.8
2014,Asturias,Total (Parejas),Español con pareja extranjera,4.4
2014,Asturias,Total (Parejas),Española con pareja extranjera,2.1
2014,Asturias,Total (Parejas),Total (Parejas),264.3
2014,Canarias,Pareja casada,Ambos españoles,316.4
2014,Canarias,Pareja casada,Ambos extranjeros,42.4
2014,Canarias,Pareja casada,Español con pareja extranjera,17.6
2014,Canarias,Pareja casada,Española con pareja extranjera,10.3
2014,Canarias,Pareja casada,Total (Parejas),386.8
2014,Canarias,Pareja de hecho,Ambos españoles,74.9
2014,Canarias,Pareja de hecho,Ambos extranjeros,15.6
2014,Canarias,Pareja de hecho,Español con pareja extranjera,8.8
2014,Canarias,Pareja de hecho,Española con pareja extranjera,8.4
2014,Canarias,Pareja de hecho,Total (Parejas),107.7
2014,Canarias,Total (Parejas),Ambos españoles,391.4
2014,Canarias,Total (Parejas),Ambos extranjeros,58.0
2014,Canarias,Total (Parejas),Español con pareja extranjera,26.4
2014,Canarias,Total (Parejas),Española con pareja extranjera,18.7
2014,Canarias,Total (Parejas),Total (Parejas),494.5
2014,Cantabria,Pareja casada,Ambos españoles,116.0
2014,Cantabria,Pareja casada,Ambos extranjeros,4.5
2014,Cantabria,Pareja casada,Español con pareja extranjera,3.4
2014,Cantabria,Pareja casada,Española con pareja extranjera,0.7
2014,Cantabria,Pareja casada,Total (Parejas),124.6
2014,Cantabria,Pareja de hecho,Ambos españoles,14.4
2014,Cantabria,Pareja de hecho,Ambos extranjeros,0.7
2014,Cantabria,Pareja de hecho,Español con pareja extranjera,1.7
2014,Cantabria,Pareja de hecho,Española con pareja extranjera,0.8
2014,Cantabria,Pareja de hecho,Total (Parejas),17.6
2014,Cantabria,Total (Parejas),Ambos españoles,130.4
2014,Cantabria,Total (Parejas),Ambos extranjeros,5.2
2014,Cantabria,Total (Parejas),Español con pareja extranjera,5.1
2014,Cantabria,Total (Parejas),Española con pareja extranjera,1.6
2014,Cantabria,Total (Parejas),Total (Parejas),142.2
2014,Castilla y León,Pareja casada,Ambos españoles,522.0
2014,Castilla y León,Pareja casada,Ambos extranjeros,20.5
2014,Castilla y León,Pareja casada,Español con pareja extranjera,8.3
2014,Castilla y León,Pareja casada,Española con pareja extranjera,2.9
2014,Castilla y León,Pareja casada,Total (Parejas),553.8
2014,Castilla y León,Pareja de hecho,Ambos españoles,53.3
2014,Castilla y León,Pareja de hecho,Ambos extranjeros,6.3
2014,Castilla y León,Pareja de hecho,Español con pareja extranjera,3.9
2014,Castilla y León,Pareja de hecho,Española con pareja extranjera,1.6
2014,Castilla y León,Pareja de hecho,Total (Parejas),65.0
2014,Castilla y León,Total (Parejas),Ambos españoles,575.3
2014,Castilla y León,Total (Parejas),Ambos extranjeros,26.8
2014,Castilla y León,Total (Parejas),Español con pareja extranjera,12.2
2014,Castilla y León,Total (Parejas),Española con pareja extranjera,4.5
2014,Castilla y León,Total (Parejas),Total (Parejas),618.8
2014,Castilla-La Mancha,Pareja casada,Ambos españoles,425.8
2014,Castilla-La Mancha,Pareja casada,Ambos extranjeros,33.2
2014,Castilla-La Mancha,Pareja casada,Español con pareja extranjera,6.4
2014,Castilla-La Mancha,Pareja casada,Española con pareja extranjera,5.0
2014,Castilla-La Mancha,Pareja casada,Total (Parejas),470.5
2014,Castilla-La Mancha,Pareja de hecho,Ambos españoles,40.9
2014,Castilla-La Mancha,Pareja de hecho,Ambos extranjeros,6.6
2014,Castilla-La Mancha,Pareja de hecho,Español con pareja extranjera,3.0
2014,Castilla-La Mancha,Pareja de hecho,Española con pareja extranjera,1.8
2014,Castilla-La Mancha,Pareja de hecho,Total (Parejas),52.3
2014,Castilla-La Mancha,Total (Parejas),Ambos españoles,466.7
2014,Castilla-La Mancha,Total (Parejas),Ambos extranjeros,39.8
2014,Castilla-La Mancha,Total (Parejas),Español con pareja extranjera,9.4
2014,Castilla-La Mancha,Total (Parejas),Española con pareja extranjera,6.8
2014,Castilla-La Mancha,Total (Parejas),Total (Parejas),522.7
2014,Cataluña,Pareja casada,Ambos españoles,1314.0
2014,Cataluña,Pareja casada,Ambos extranjeros,139.5
2014,Cataluña,Pareja casada,Español con pareja extranjera,45.2
2014,Cataluña,Pareja casada,Española con pareja extranjera,25.8
2014,Cataluña,Pareja casada,Total (Parejas),1524.5
2014,Cataluña,Pareja de hecho,Ambos españoles,237.1
2014,Cataluña,Pareja de hecho,Ambos extranjeros,32.6
2014,Cataluña,Pareja de hecho,Español con pareja extranjera,28.4
2014,Cataluña,Pareja de hecho,Española con pareja extranjera,17.4
2014,Cataluña,Pareja de hecho,Total (Parejas),315.5
2014,Cataluña,Total (Parejas),Ambos españoles,1551.1
2014,Cataluña,Total (Parejas),Ambos extranjeros,172.1
2014,Cataluña,Total (Parejas),Español con pareja extranjera,73.6
2014,Cataluña,Total (Parejas),Española con pareja extranjera,43.2
2014,Cataluña,Total (Parejas),Total (Parejas),1840.0
2014,Ceuta,Pareja casada,Ambos españoles,14.4
2014,Ceuta,Pareja casada,Ambos extranjeros,0.5
2014,Ceuta,Pareja casada,Español con pareja extranjera,1.2
2014,Ceuta,Pareja casada,Española con pareja extranjera,0.6
2014,Ceuta,Pareja casada,Total (Parejas),16.6
2014,Ceuta,Pareja de hecho,Ambos españoles,1.7
2014,Ceuta,Pareja de hecho,Español con pareja extranjera,0.1
2014,Ceuta,Pareja de hecho,Española con pareja extranjera,0.1
2014,Ceuta,Pareja de hecho,Total (Parejas),1.9
2014,Ceuta,Total (Parejas),Ambos españoles,16.1
2014,Ceuta,Total (Parejas),Ambos extranjeros,0.5
2014,Ceuta,Total (Parejas),Español con pareja extranjera,1.3
2014,Ceuta,Total (Parejas),Española con pareja extranjera,0.6
2014,Ceuta,Total (Parejas),Total (Parejas),18.5
2014,Comunidad de Madrid,Pareja casada,Ambos españoles,1104.3
2014,Comunidad de Madrid,Pareja casada,Ambos extranjeros,105.2
2014,Comunidad de Madrid,Pareja casada,Español con pareja extranjera,34.6
2014,Comunidad de Madrid,Pareja casada,Española con pareja extranjera,27.1
2014,Comunidad de Madrid,Pareja casada,Total (Parejas),1271.2
2014,Comunidad de Madrid,Pareja de hecho,Ambos españoles,174.6
2014,Comunidad de Madrid,Pareja de hecho,Ambos extranjeros,32.8
2014,Comunidad de Madrid,Pareja de hecho,Español con pareja extranjera,28.6
2014,Comunidad de Madrid,Pareja de hecho,Española con pareja extranjera,16.8
2014,Comunidad de Madrid,Pareja de hecho,Total (Parejas),252.8
2014,Comunidad de Madrid,Total (Parejas),Ambos españoles,1278.9
2014,Comunidad de Madrid,Total (Parejas),Ambos extranjeros,138.0
2014,Comunidad de Madrid,Total (Parejas),Español con pareja extranjera,63.2
2014,Comunidad de Madrid,Total (Parejas),Española con pareja extranjera,43.8
2014,Comunidad de Madrid,Total (Parejas),Total (Parejas),1524.0
2014,Comunitat Valenciana,Pareja casada,Ambos españoles,903.8
2014,Comunitat Valenciana,Pareja casada,Ambos extranjeros,115.8
2014,Comunitat Valenciana,Pareja casada,Español con pareja extranjera,30.4
2014,Comunitat Valenciana,Pareja casada,Española con pareja extranjera,18.1
2014,Comunitat Valenciana,Pareja casada,Total (Parejas),1068.1
2014,Comunitat Valenciana,Pareja de hecho,Ambos españoles,112.4
2014,Comunitat Valenciana,Pareja de hecho,Ambos extranjeros,31.3
2014,Comunitat Valenciana,Pareja de hecho,Español con pareja extranjera,13.3
2014,Comunitat Valenciana,Pareja de hecho,Española con pareja extranjera,10.6
2014,Comunitat Valenciana,Pareja de hecho,Total (Parejas),167.5
2014,Comunitat Valenciana,Total (Parejas),Ambos españoles,1016.2
2014,Comunitat Valenciana,Total (Parejas),Ambos extranjeros,147.1
2014,Comunitat Valenciana,Total (Parejas),Español con pareja extranjera,43.7
2014,Comunitat Valenciana,Total (Parejas),Española con pareja extranjera,28.6
2014,Comunitat Valenciana,Total (Parejas),Total (Parejas),1235.6
2014,Extremadura,Pareja casada,Ambos españoles,236.5
2014,Extremadura,Pareja casada,Ambos extranjeros,5.5
2014,Extremadura,Pareja casada,Español con pareja extranjera,1.9
2014,Extremadura,Pareja casada,Española con pareja extranjera,2.3
2014,Extremadura,Pareja casada,Total (Parejas),246.2
2014,Extremadura,Pareja de hecho,Ambos españoles,20.2
2014,Extremadura,Pareja de hecho,Ambos extranjeros,0.7
2014,Extremadura,Pareja de hecho,Español con pareja extranjera,1.7
2014,Extremadura,Pareja de hecho,Española con pareja extranjera,0.5
2014,Extremadura,Pareja de hecho,Total (Parejas),23.2
2014,Extremadura,Total (Parejas),Ambos españoles,256.8
2014,Extremadura,Total (Parejas),Ambos extranjeros,6.2
2014,Extremadura,Total (Parejas),Español con pareja extranjera,3.6
2014,Extremadura,Total (Parejas),Española con pareja extranjera,2.8
2014,Extremadura,Total (Parejas),Total (Parejas),269.4
2014,Galicia,Pareja casada,Ambos españoles,580.8
2014,Galicia,Pareja casada,Ambos extranjeros,8.8
2014,Galicia,Pareja casada,Español con pareja extranjera,9.6
2014,Galicia,Pareja casada,Española con pareja extranjera,6.6
2014,Galicia,Pareja casada,Total (Parejas),605.8
2014,Galicia,Pareja de hecho,Ambos españoles,73.6
2014,Galicia,Pareja de hecho,Ambos extranjeros,2.2
2014,Galicia,Pareja de hecho,Español con pareja extranjera,5.3
2014,Galicia,Pareja de hecho,Española con pareja extranjera,3.3
2014,Galicia,Pareja de hecho,Total (Parejas),84.5
2014,Galicia,Total (Parejas),Ambos españoles,654.5
2014,Galicia,Total (Parejas),Ambos extranjeros,11.0
2014,Galicia,Total (Parejas),Español con pareja extranjera,15.0
2014,Galicia,Total (Parejas),Española con pareja extranjera,9.9
2014,Galicia,Total (Parejas),Total (Parejas),690.3
2014,Illes Balears,Pareja casada,Ambos españoles,171.6
2014,Illes Balears,Pareja casada,Ambos extranjeros,32.4
2014,Illes Balears,Pareja casada,Español con pareja extranjera,9.0
2014,Illes Balears,Pareja casada,Española con pareja extranjera,4.9
2014,Illes Balears,Pareja casada,Total (Parejas),218.0
2014,Illes Balears,Pareja de hecho,Ambos españoles,38.3
2014,Illes Balears,Pareja de hecho,Ambos extranjeros,11.6
2014,Illes Balears,Pareja de hecho,Español con pareja extranjera,6.5
2014,Illes Balears,Pareja de hecho,Española con pareja extranjera,5.6
2014,Illes Balears,Pareja de hecho,Total (Parejas),62.0
2014,Illes Balears,Total (Parejas),Ambos españoles,209.9
2014,Illes Balears,Total (Parejas),Ambos extranjeros,44.0
2014,Illes Balears,Total (Parejas),Español con pareja extranjera,15.5
2014,Illes Balears,Total (Parejas),Española con pareja extranjera,10.6
2014,Illes Balears,Total (Parejas),Total (Parejas),279.9
2014,La Rioja,Pareja casada,Ambos españoles,60.7
2014,La Rioja,Pareja casada,Ambos extranjeros,5.6
2014,La Rioja,Pareja casada,Español con pareja extranjera,1.7
2014,La Rioja,Pareja casada,Española con pareja extranjera,0.8
2014,La Rioja,Pareja casada,Total (Parejas),68.7
2014,La Rioja,Pareja de hecho,Ambos españoles,7.4
2014,La Rioja,Pareja de hecho,Ambos extranjeros,0.6
2014,La Rioja,Pareja de hecho,Español con pareja extranjera,0.5
2014,La Rioja,Pareja de hecho,Española con pareja extranjera,0.4
2014,La Rioja,Pareja de hecho,Total (Parejas),8.9
2014,La Rioja,Total (Parejas),Ambos españoles,68.0
2014,La Rioja,Total (Parejas),Ambos extranjeros,6.1
2014,La Rioja,Total (Parejas),Español con pareja extranjera,2.2
2014,La Rioja,Total (Parejas),Española con pareja extranjera,1.2
2014,La Rioja,Total (Parejas),Total (Parejas),77.6
2014,Melilla,Pareja casada,Ambos españoles,12.8
2014,Melilla,Pareja casada,Ambos extranjeros,1.1
2014,Melilla,Pareja casada,Español con pareja extranjera,1.1
2014,Melilla,Pareja casada,Española con pareja extranjera,0.6
2014,Melilla,Pareja casada,Total (Parejas),15.6
2014,Melilla,Pareja de hecho,Ambos españoles,1.3
2014,Melilla,Pareja de hecho,Ambos extranjeros,0.1
2014,Melilla,Pareja de hecho,Español con pareja extranjera,0.3
2014,Melilla,Pareja de hecho,Española con pareja extranjera,0.1
2014,Melilla,Pareja de hecho,Total (Parejas),1.8
